"ITM_SKU_NUM","CHC_CD","CHC_DESC","CHC_CD_DESC","STY_NUM","ITM_STY_DESC","ITM_SCLS_CD","ITM_SCLS_LONG_DESC","ITM_CLS_CD","ITM_CLS_DESC","PROD_CTGY_CD","PROD_CTGY_DESC","SCTR_CD","SCTR_DESC","ITM_SBRND_CD","ITM_SBRND_DESC","SZ1_CD","SZ2_CD","ITM_MSTY_CD","ITM_MSTY_DESC","FABRICFAMILY","PLCYCLE","FORM","COLORFAMILY","SUPPORT","PRIPOIRANGE","NETCONTENT","CONTENTUNIT","COLORMARKETING","COLLECTION","SILHOUETTE","LININGLEVEL","STRUCTURE"
"000000000030119738","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","","","","","","","","","","","",""
"000000000021607856","0QVY","10027595- SU So Free Balconnet_12LPTU161","12LPTU161B SHADOW FLORAL C026","10853744","10027595- SU So Free Balconnet","9302","BALCONETTE","40200096","BALCONET-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6029","LZA SO SEXY","38","B","5000004895","SOSEXY BALLLW","MICROFIBER","","","Floral Medium","","","","","M17-Shadow Floral White","LZA-SO SEXY","","LIGHTLY LINED","UNDERWIRE"
"000000000022214917","2EF4","PK L TOP 107002 - BOYFRIEND HALF ZIP_H13","H13 NELEMO C001 Neon Lemon 97U","11015806","PK L TOP 107002 - BOYFRIEND HALF ZIP","0945","W 1/2 ZIP SECOND LT","40780002","W SECOND LAYER TOP","3078","WOMENS TOPS","202","APPAREL","1611","PINK","LARGE","","1101580600","PK L TOP 107002 - BOYFRIEND HALF ZIP","FLEECE","FASHION","","YELLOW","","","","","H13 NELEMOC001 2EF4","PINK-NONCOLLECT","","",""
"000000000022875813","31UV","T-Shirt DemiLL Popped Elastic_Xrdwi_baal","Xrdwi_baal Xdye C008 Red Wine","11053748","T-Shirt DemiLL Popped Elastic","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","0670","T SHIRT","36","DDD","5000004045","MS-T-SHIRT DEMILL","SMOOTH","FASHION","","Cross Dye","","","","","Xrdwi_baalXdyeC008 31UV","VS-T SHIRT","","LIGHT PUSH/UPLIFT","UNDERWIRE"
"000000000022187685","2EUN","PK YOGA CTN 7059 PANT_INSYOG1072 C001 Bl","INSYOG1072 C001 Black 093 54A2","10816674","PK YOGA CTN 7059  PANT","0676","W FULL LENGTH PANT","40700219","W PANTS","3070","WOMENS BOTTOMS","202","APPAREL","2703","PINK YOGA","LARGE","REG","5000004623","PK NB FL F/O WB BOOT","COTTON SPANDEX","FASHION","","No Print","","","","","INSYOG1072C001 2EUN","PINK-YOGA","","",""
"000000000021810557","1GR5","PKHIPST 12697 CL LACE BACK CHEEKSTER_S11","S113 WINTE S113 WINTER WHI C00","10862184","PKHIPST 12697 CL LACE BACK CHEEKSTER","2529","CHEEKY","40210110","CHEEKY-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","XS","","5000000120","PK LACEBACK CHEEKY","COTTON","FASHION","","PC Ivory-OffWht","","","","","S113 WINTER WHITE C001 1GR5","PINK-LACE BACK","","",""
"000000000023453064","3N7K","PKTHONG 17714 SMLS SOLID KI THONG_U17 PR","U17 PRTYPE C001 PtyPch 2B4W -","11081242","PKTHONG 17714 SMLS SOLID KI THONG","9908","THONG","40210107","THONG-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","LARGE","","5000000000","PINK SEAMLESS THONG","SEAMLESS","FASHION","","ORANGE","","","","","U17 PRTYPEC001 3N7K","PINK-SEAMLESS","","",""
"000000000021294667","02V4","SG BALC BOMBSHELL CUPS W VINTAGE LACE_Su","Surfer Pink","10836893","SG BALC BOMBSHELL CUPS W VINTAGE LACE","9302","BALCONETTE","40200096","BALCONET-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","2225","VERY SEXY","34","D","5000000141","MS-Bombshell Balconette","LACE TRIM","FASHION","","PINK","","45-49.99","","","Surfer Pink 02V4","VS-BOMBSHELL","PUSH UP","+2 CUPS","UNDERWIRE"
"000000000021967077","1MA9","13407-WE N/L Push Up T-Back(solid)_F13 N","F13 NEHOPK C001 NeonHt Pnk 12T","11005443","13407-WE N/L Push Up T-Back(solid)","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","34","A","5000000084","PK WEW PU","NYLON BLEND","FASHION","","PINK","","","","","F13 NEHOPK-C001 1MA9","PINK-WEAR EVERY","","PUSH-UP","UNDERWIRE"
"000000000020549710","Z441","PKTanga 8605 LaceTanga_U110 SCUBA U110 S","U110 SCUBA U110 SCUBA C001 SCU","10823137","PKTanga 8605 LaceTanga","9920","CHEEKINI","40210104","CHEEKINI-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","MED","","1082313700","PKTanga 8605 LaceTanga","AO LACE","FASHION","","No Print","","$4.00-5.99","","","U110 SCUBA C001 Z441","PINK-COTN AND L","","",""
"000000000023740766","30QU","SS LL Balc- AO Smooth -ValueHiShineMicro","Bambi Rose","11088132","SS LL Balc- AO Smooth -ValueHiShineMicro","9302","BALCONETTE","40200096","BALCONET-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6029","LZA SO SEXY","30","AA","5000004895","SOSEXY BALLLW","MICROFIBER","FASHION","","BROWN","","","","","Bambi Rose 30QU","LZA-SO SEXY","","LIGHTLY LINED","UNDERWIRE"
"000000000021643657","11JC","37582 - LT WT BANDED CROP_M212 NIGHT M21","M212 NIGHT M212 NIGHT C001 Nig","10855437","37582 - LT WT BANDED CROP","0677","W CROP PANT","40700219","W PANTS","3070","WOMENS BOTTOMS","202","APPAREL","1611","PINK","MED","","1085543700","37582 - LT WT BANDED CROP","COTTON TRI-BLND","FASHION","","No Print","","","","","M212 NIGHT C001 11JC","PINK-OPEN LEG","","",""
"000000000021806887","96U6","10039433 Perfectly Me Show Off Conv Balc","Citron Glow","10865712","10039433 Perfectly Me Show Off Conv Balc","9302","BALCONETTE","40200096","BALCONET-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6003","LZA FLIRTY SEXY","36","B","5000001038","SHOWOFF BALREMPUWIREL1","MICROFIBER","FASHION","","YELLOW","","","","","E51-CitronGlow","LZA-SHOW OFF","","REMOVABLE","UNDERWIRE"
"000000000020257224","06P9","cotton shadow stripe classic bikini_MOVI","MOVIESTAR (53-18-302)","10817230","cotton shadow stripe classic bikini","1709","BIKINI","40210105","BIKINI-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","9903","THE MIX","XL","","1081723000","cotton shadow stripe classic bikini","COTTON","","","PURPLE","","","","","PURPLSHCK P31","VS-MIX NONCOLEC","","",""
"000000000030191141","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","","","","","","","","","","","",""
"000000000023313343","3LFA","160110- PIECED CAMPUS FULL ZIP_F16 HTNTS","F16 HTNTSN - C001 HtrNghtSnw 2","11087773","160110- PIECED CAMPUS FULL ZIP","0946","W FULL ZIP SECOND LT","40780002","W SECOND LAYER TOP","3078","WOMENS TOPS","202","APPAREL","1611","PINK","LARGE","","5000005902","PK L TOP PIECED CAMPUS FZ","FLEECE","FASHION","","GREY","","","","","F16 HTNTSN-C001 3LFA","PINK-NONCOLLECT","","",""
"000000000023578758","30DR","BS LL BC Dream AOL XX Front Dtl_Exotic I","Exotic Ink","11115443","BS LL BC Dream AOL XX Front Dtl","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6015","LZA EMERGING SEXY","30","C","5000005821","OBVIOUS DEMI LL W","LACE","FASHION","","BLUE","","","","","Exotic Ink 30DR","LZA-SSNL OBV","","LIGHTLY LINED","UNDERWIRE"
"000000000020489843","00K0","Smock tube dress with Print_GENERIC GREE","GENERIC GREEN 21","10892294","Smock tube dress with Print","1188","W EXT CUST OTHER","40760224","W EXT CUST OTHER","3076","WOMENS OTHER","202","APPAREL","0435","VICTORIA'S SECRET SWIM","XS","","1089229400","Smock tube dress with Print","","","","GREEN","","","","","HK3 GREENPRNT","","","",""
"000000000010011261","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","","","","","","","","","","","",""
"000000000060010261","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","","","","","","","","","","","",""
"000000000020292623","83L2","PK L HOOD 7052 Full-Zip Signature Hoodie","GENERIC BLUE 13","10817570","PK L HOOD 7052 Full-Zip Signature Hoodie","0946","W FULL ZIP SECOND LT","40780002","W SECOND LAYER TOP","3078","WOMENS TOPS","202","APPAREL","0134","PINK-PCC","LARGE","","1081757000","PK L HOOD 7052 Full-Zip Signature Hoodie","FLEECE","","","BLUE","","55-59.99","","","420 HAMPTON COBALT","PINK-PCC","","",""
"000000000036401023","95O3","D25-7187 SPRAY DYE SHIRT_BLUE RIBBON (17","BLUE RIBBON (17-25-282)","35043118","D25-7187 SPRAY DYE SHIRT","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","4X","","0","UNKNOWN MASTERSTYLE","","","","PURPLE","","","","","SPIRIT BLUE","","","",""
"000000000023673217","98L4","VrySxy PlgUL Back Lace Detail_Ensign M-1","Ensign M-1978A","11122058","VrySxy PlgUL Back Lace Detail","9501","PLUNGE","40200095","PLUNGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","2225","VERY SEXY","36","B","5000003973","MS-VS UL PLUNGE","AO LACE","FASHION","","BLUE","","","","","Ensign M-1978A 98L4","VS-VS COLLECT","","UNLINED","UNDERWIRE"
"000000000022155822","22YC","PKPUSH 13833 WEW PU LUREX STRAP_S14 NEPU","S14 NEPURP C001 Neon Purp 33P6","11020275","PKPUSH 13833 WEW PU LUREX STRAP","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","36","B","5000000084","PK WEW PU","NYLON BLEND","FASHION","","PURPLE","","","","","S14 NEPURPC001 22YC","PINK-WEAR EVERY","","PUSH-UP","UNDERWIRE"
"000000000010900943","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","","","","","","","","","","","",""
"000000000036192455","82Q2","SOLID FITTED WEST_TEMPEST (M-1550)","TEMPEST (M-1550)","35018624","SOLID FITTED WEST","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","SMALL","","0","UNKNOWN MASTERSTYLE","","","","RED","","","","","266 TEMPEST","","","",""
"000000000036102765","A001","124078 Zenergy Splash of Foil_ICG 001 C0","ICG 001 C001 GEN NC36 00A1 - -","35011974","124078 Zenergy Splash of Foil","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","01","","0","UNKNOWN MASTERSTYLE","","","","","","","","","177 OPTIC WHITE","","","",""
"000000000022762161","20P6","FS OP Twist Bandeau One Piece_Wild Eggpl","Wild Eggplant","11041622","FS OP Twist Bandeau One Piece","4000","BANDEAU (1 PC) SW","40240129","1PC-SW","3024","SWIMWEAR-INTIMATE APPAREL","211","SWIMWEAR","0435","VICTORIA'S SECRET SWIM","34","D","1104162200","FS OP Twist Bandeau One Piece","TRICOT-MATTE","","","PURPLE","","","","","Wild Eggplant 20P6","VS-SWIM OTHER","","PUSH-UP","UNDERWIRE"
"000000000021494020","02A3","SL281073 118TDRS:2X2 TANK CROCHT_GENERIC","GENERIC NO COLOR 03","10849247","SL281073 118TDRS:2X2 TANK CROCHT","1188","W EXT CUST OTHER","40760224","W EXT CUST OTHER","3076","WOMENS OTHER","202","APPAREL","2219","VICTORIA'S SECRET","XS","","1084924700","SL281073 118TDRS:2X2 TANK CROCHT","","","","No Color","","","","","Q67 BLCKMULTI","","","",""
"000000000022002855","1YSE","PKHMDSK 104284 HEART SHAPE 4S AMPLIFIER_","UP131MNTIC - C001 Mnt Ice 46K9","11008110","PKHMDSK 104284 HEART SHAPE 4S AMPLIFIER","0549","SPEAKERS","40040043","SPEAKERS","3066","TECH ACCESSORIES","210","ACCESSORIES","1611","PINK","O/S","","1100811000","PKHMDSK 104284 HEART SHAPE 4S AMPLIFIER","OTHER","FASHION","","No Print","","","","","UP13MNTICE-C001 1YSE","PINK-NONCOLLECT","","",""
"000000000020053774","510I","BWCL_J08_M_DENIM_TOTE_PURPLE","PURPLE","10029274","BWCL_J08_M_DENIM_TOTE","0859","TOTE-PCB","40070086","WOMENS BAGS-PCB","3007","ACCESSORIES-PCB","210","ACCESSORIES","0223","BATH & BODY WORKS","0","0","1002927400","BWCL_J08_M_DENIM_TOTE","","PCB CORE","","","","","","EA","","ACC-BAGS","","",""
"000000000010811211","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","OTHER","","","","","55-59.99","","","","VS-BIOFIT","","CUSTOMIZED LIFT","UNDERWIRE"
"000000000020136413","71B9","HK233888 118 KNIT DRESSES_GENERIC GREY 0","GENERIC GREY 01","10811165","HK233888 118 KNIT DRESSES","1188","W EXT CUST OTHER","40760224","W EXT CUST OTHER","3076","WOMENS OTHER","202","APPAREL","2219","VICTORIA'S SECRET","LARGE","","1081116500","HK233888 118 KNIT DRESSES","","","","GREY","","","","","GREY MLTI 69R","","","",""
"000000000021015399","02MI","10025151 PERFECTLY ME LL BALCONNET BRA_R","Rosetan","10837207","10025151 PERFECTLY ME LL BALCONNET BRA","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","6003","LZA FLIRTY SEXY","38","C","5000001039","SHOWOFF DEMREMPUWIREL1","MICROFIBER","BASIC","","Beige/Khaki/Nud","","","","","231 ROSE TAN","LZA-SHOW OFF","","REMOVABLE","UNDERWIRE"
"000000000022864472","226G","VSBA_53148EVRYDY_BCKPK - GENERIC_SWTVICS","SWTVICSOSLEO","11053148","VSBA_53148EVRYDY_BCKPK - GENERIC","2611","W BAGS BACKPACKS","41010398","W BAGS BACKPACKS","3101","WOMENS BAGS","210","ACCESSORIES","1028","VS TRAVEL","0","0","1105314800","VSBA_53148EVRYDY_BCKPK - GENERIC","","","","","","","","","","N/A","","",""
"000000000020838592","86P7","C Slpsh Double Knit_80353 miniaturedot C","80353 miniaturedot C018 Htr Ch","10830455","C Slpsh Double Knit","0101","SLEEPSHIRT-LINGERIE","40220123","SLEEPSHIRT-LINGERIE","3022","LINGERIE-INTIMATE APPAREL","203","INTIMATE APPAREL","9903","THE MIX","SMALL","","1083045500","C Slpsh Double Knit","COTTON","","","Dot Small","","","","","HC4 POLKADOT","VS-MIX NONCOLEC","","",""
"000000000021700254","10GX","10030755-F12P Cotton Cheeky Thong w Ruch","12LSTF010A NarativeStripe C014","10856733","10030755-F12P Cotton Cheeky Thong w Ruch","9908","THONG","40210107","THONG-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","6002","LZA COTTON","SMALL","","5000004546","REMIX THONG NOTCOT","N/A","FASHION","","Stripe Narrow","","","","","C12-WhiteNarrativeStripe","LZA-REMIX","","",""
"000000000023276285","3HDI","BBV Elongated UL Demi - Rebel Mix_Chic P","Chic Pink","11078910","BBV Elongated UL Demi - Rebel Mix","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","0222","BODY BY VICTORIA","32","D","1107891000","BBV Elongated UL Demi - Rebel Mix","","","","PINK","","","","","Chic Pink 3HDI","VS-BBV COLLECT","","UNLINED","UNDERWIRE"
"000000000023169315","3EP2","PKDEMI 17653 VARSITY LL LOGO_U16 ENSIGN","U16 ENSIGN C001 Ensign 98L4 -","11077179","PKDEMI 17653 VARSITY LL LOGO","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","32","D","5000004984","PK VARSITY SCOOP","NYLON BLEND","FASHION","","BLUE","","","","","U16 ENSIGNC001 3EP2","PINK-NONCOLLECT","","LIGHTLY LINED","UNDERWIRE"
"000000000020282214","92D3","PK C TOP 6986 Mesh Football Jersey_GENER","GENERIC WHITE 04","10817571","PK C TOP 6986 Mesh Football Jersey","0937","W SHORT SLEEVE TEE FIRST LT","40780001","W FIRST LAYER TOP","3078","WOMENS TOPS","202","APPAREL","0134","PINK-PCC","SMALL","","1081757100","PK C TOP 6986 Mesh Football Jersey","MESH","FASHION","","WHITE","","40-44.99","","","290 COLORADO TRIUMPH WHITE","PINK-PCC","","",""
"000000000021871549","22M3","Sexy T PU lacie sling_Spa Blue 76-22-213","Spa Blue 76-22-213","10888935","Sexy T PU lacie sling","9501","PLUNGE","40200095","PLUNGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","9903","THE MIX","38","DD","5000000067","MS-Sexy Tee PU","LACE TRIM","","","BLUE","","","","","Spa Blue 22M3","VS-SEXY T","","PUSH-UP","UNDERWIRE"
"000000000022237289","32Y3","SEY BY CHANCE TWO-TONED BOOTIE_GENERIC I","GENERIC IVORY/OFFWHITE 04","11021821","SEY BY CHANCE TWO-TONED BOOTIE","3986","W EXT CUST SHOES","40960482","W EXT CUST SHOES","3096","WOMENS SHOES","210","ACCESSORIES","2219","VICTORIA'S SECRET","6.5","","1102182100","SEY BY CHANCE TWO-TONED BOOTIE","","","","WHITE","","","","","GENERIC IVORY/OFFWHITE 04 32Y3","","","",""
"000000000023327003","03YZ","Ultrasoft Hipster Shwstoppr LC CutOut BK","Smoulder Black","11090319","Ultrasoft Hipster Shwstoppr LC CutOut BK","1088","HIPSTER","40210111","HIPSTER-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","6008","LZA RELAXED SEXY","XXS","","5000000870","UltraSft NOT COTTON HIP","MODAL","FASHION","","BLACK","","","","","Smoulder Black 03YZ","LZA-ULTRASOFT","","",""
"000000000020581707","Z500","PK SLP TOP 8918 BLING BOXY TANK_U210 NE","U210 NE BL U210 NE BLAST C001","10824418","PK SLP TOP 8918 BLING BOXY TANK","0940","W TANK FIRST LT","40780001","W FIRST LAYER TOP","3078","WOMENS TOPS","202","APPAREL","2701","PINK TEES","XS","","1082441800","PK SLP TOP 8918 BLING BOXY TANK","COTTON SLUB","","","No Print","","","","","403 U210 NEON BLAST C001 Z500","PINK-NONCOLLECT","","",""
"000000000020794630","P119","PK L HOOD 9588 Pullover Crew_GPF09-413 U","GPF09-413 UNIV PINK FLOCK C002","10830364","PK L HOOD 9588 Pullover Crew","0947","W PULLOVER SECOND LT","40780002","W SECOND LAYER TOP","3078","WOMENS TOPS","202","APPAREL","0134","PINK-PCC","MED","","1083036400","PK L HOOD 9588 Pullover Crew","FLEECE","FASHION","","Graphic","","50-54.99","","","Kansas HTHR CHARCOAL SP11","PINK-PCC","","",""
"000000000021499499","80L2","SL266528 118 TDRS:2X2 RIB EMBELL_GENERIC","GENERIC BLUE 23","10833427","SL266528 118 TDRS:2X2 RIB EMBELL","1188","W EXT CUST OTHER","40760224","W EXT CUST OTHER","3076","WOMENS OTHER","202","APPAREL","2219","VICTORIA'S SECRET","XS","","1083342700","SL266528 118 TDRS:2X2 RIB EMBELL","","","","BLUE","","","","","C47 BLUPARDIS","","","",""
"000000000091991760","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","","","","","","","","","","","",""
"000000000022858621","34GJ","CTN FC Get Trapped_108518 DrpLkeItFlk C0","108518 DrpLkeItFlk C005 ShellP","11055645","CTN FC Get Trapped","9306","PERFECT COVERAGE","40200093","PERFECTCOVERAGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","9903","THE MIX","36","C","5000000040","MS-Cotton PC","MESH","FASHION","","Dot Small","","","","","108518DrpLkeItFlkC005 34GJ","VS-COTTON","","LIGHTLY LINED","UNDERWIRE"
"000000000010843830","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","","","","","","","","","","","",""
"000000000023084508","54A2","VrySxy BabyDoll CUP KI FISHINTHESEA SLD_","Black 093","11070777","VrySxy BabyDoll CUP KI FISHINTHESEA SLD","2514","CUPPED BABYDOLL","40220113","BABYDOLL-LINGERIE","3022","LINGERIE-INTIMATE APPAREL","203","INTIMATE APPAREL","2225","VERY SEXY","36","C","5000005064","VRYSXY FISHBONE CUPPED BBD","LACE","FASHION","","BLACK","","","","","Black 093 54A2","VS-VSY NONCOLEC","","",""
"000000000036132338","A001","122601 Jeweled V_ICG 001 C001 GEN NC36 0","ICG 001 C001 GEN NC36 00A1 - -","35014436","122601 Jeweled V","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","0","","0","UNKNOWN MASTERSTYLE","","","","","","","","","001 BLACK","","","",""
"000000000022012516","278J","BWH_F13_OWL_NL_WF_COPPER PATINA","COPPER PATINA","11010024","BWH_F13_OWL_NL_WF","0354","DECO WF HEATER","40170004","WALLFLOWER HTR UNIT","3017","DIFFUSERS WALLFLOWERS - HOME","204","HOME","1912","BWH & WB","0","0","1101002400","BWH_F13_OWL_NL_WF","","","","","","","000000000001.000","EA","","","","",""
"000000000022251633","00A0","PK 112600 1/2 ZIP PULLOVER_PLACEHOLDER O","PLACEHOLDER ONLY","11024737","PK 112600 1/2 ZIP PULLOVER","0945","W 1/2 ZIP SECOND LT","40780002","W SECOND LAYER TOP","3078","WOMENS TOPS","202","APPAREL","1449","PINK-NFL","0","0","1102473700","PK 112600 1/2 ZIP PULLOVER","OTHER","","","No Color","99","","","","","PINK-NFL","","",""
"000000000022498656","2MBU","PK 118317 VARSITY CREW_F14KS BTPU C001 B","F14KS BTPU C001 BR PRPLE 95O7","11033915","PK 118317 VARSITY CREW","0947","W PULLOVER SECOND LT","40780002","W SECOND LAYER TOP","3078","WOMENS TOPS","202","APPAREL","0134","PINK-PCC","LARGE","","1103391500","PK 118317 VARSITY CREW","FLEECE","FASHION","","Kansas","","","","","F14KS BTPUC001 2MBU","PINK-PCC","","",""
"000000000036129890","A001","S#124157 CHARMEUSE TRIM TANK_ICG 001 C00","ICG 001 C001 GEN NC36 00A1 - -","35014320","S#124157 CHARMEUSE TRIM TANK","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","02","","0","UNKNOWN MASTERSTYLE","","","","","","","","","001 BLACK","","","",""
"000000000023231022","3E6Z","PK L PNT 107691 BOYFRIEND PANT_U16 GLAGR","U16 GLAGRY C001 GlcrGrey 77B5","11016315","PK L  PNT 107691 BOYFRIEND PANT","0676","W FULL LENGTH PANT","40700219","W PANTS","3070","WOMENS BOTTOMS","202","APPAREL","1611","PINK","MED","","5000000016","PK L BOYFRIEND PNT","FRENCH TERRY","FASHION","","GREY","","","","","U16 GLAGRYC001 3E6Z","PINK-OPEN LEG","","",""
"000000000020261139","57K7","PKBGSHL 6007 Nylon Xbody Mssngr_Vintage","Vintage Green","10815113","PKBGSHL 6007 Nylon Xbody Mssngr","1080","W HANDBAG SHOULDER","41010001","W BAGS HANDBAG","3101","WOMENS BAGS","210","ACCESSORIES","1611","PINK","O/S","","1081511300","PKBGSHL 6007 Nylon Xbody Mssngr","","","","GREEN","","","","","VintageGrn 57K7","","","",""
"000000000023133198","3FT4","FLEECE BOYFRIEND TAPER_GSP16MHtGy C005 V","GSP16MHtGy C005 VS MdGry 1NG0","11048155","FLEECE BOYFRIEND TAPER","0676","W FULL LENGTH PANT","40700219","W PANTS","3070","WOMENS BOTTOMS","202","APPAREL","0465","LOUNGE","MED","LONG","5000005054","MS BOYFRIEND PANT","FLEECE","","","GREY","","","","","GSP16MHtGyC005 3FT4","VS-LOUNGE","","",""
"000000000024179975","A301","48.SECRET EMBRACE DEMI_Label BlkWht35247","Label BlkWht35247 C001 GEN NC0","10909867","48.SECRET EMBRACE DEMI","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","0643","ILLUSION","36","C","1090986700","48.SECRET EMBRACE DEMI","SMOOTH","","","No Print","","40-44.99","","","DEEP BLUE/LNGE FLRL C1 *","VS-SECRET EMBRA","","LIGHTLY LINED","UNDERWIRE"
"000000000023284825","3KB5","VSX SPORT CROP N&I KO LOW RISE TIGHT_GH1","GH16Black C001 Black 093 54A2","11053696","VSX SPORT CROP N&I KO LOW RISE TIGHT","0685","W FL LEGGING/TIGHT","40700222","W LEGGING/TIGHT","3070","WOMENS BOTTOMS","202","APPAREL","1704","VS Sport","XS","LONG","1105369600","VSX SPORT CROP N&I KO LOW RISE TIGHT","SUPPLEX","FASHION","","BLACK","","","","","GH16BlackC001 3KB5","VS-KNOCKOUT","","",""
"000000000020825520","98P6","PKVstrg 9109 Lace Dorito V-String_S211 B","S211 BLACK S211 BLACK C001 BLA","10826071","PKVstrg 9109 Lace Dorito V-String","1706","VSTRING","40210108","V STRING-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","1611","PINK","SMALL","","5000000088","PK LACEBACK VSTRING","LACE TRIM","FASHION","","No Print","","$4.00-5.99","","","S211 BLACK C001 98P6","PINK-LACE BACK","","",""
"000000000036900959","80L0","CADEY SHORT_GENERIC BLUE 21","GENERIC BLUE 21","35990185","CADEY SHORT","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","03","","0","UNKNOWN MASTERSTYLE","","","","BLUE","","","","","836 GENOA","","","",""
"000000000036398718","00A1","WDD11-7207 DOLMAN CAP SLV TIE_GENERIC NO","GENERIC NO COLOR 36","35042746","WDD11-7207 DOLMAN CAP SLV TIE","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","22","W","0","UNKNOWN MASTERSTYLE","","","","No Color","","","","","852 SMOKE SWIRL FM12-1045C1","","","",""
"000000000036052433","A002","STRIPE RIB TANK_ICG 002 C001 GEN NC36 00","ICG 002 C001 GEN NC36 00A1 - -","35006863","STRIPE RIB TANK","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","SMALL","","0","UNKNOWN MASTERSTYLE","","","","","","","","","296 White with Red Stripe","","","",""
"000000000022823053","2XOI","DaretoBare PlgPU DieSeal Back Strps CDP_","EB_2XL2 DieSealEBSt C001 10700","11052930","DaretoBare PlgPU DieSeal Back Strps CDP","9501","PLUNGE","40200095","PLUNGE-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","2225","VERY SEXY","32","C","5000004527","VS BARE PLUNGE","SMOOTH","FASHION","","Embellishment","","","","","EB_2XL2DieSealEBStC001 2XOI","VS-VS BARE","","PUSH-UP","UNDERWIRE"
